item_id,price
te_00671,7555
te_00672,7713
te_00673,7421
te_00674,11534
te_00675,11626
te_00676,772
te_00677,3773
te_00678,19297
te_00679,2150
te_00680,35888
te_00681,22561
te_00682,3211
te_00683,3663
te_00684,4523
te_00685,9791
te_00686,4243
te_00687,21894
te_00688,19460
te_00689,4029
te_00690,1039
te_00691,23661
te_00692,8458
te_00693,24980
te_00694,3297
te_00695,4673
te_00696,8659
te_00697,2408
te_00698,5572
te_00699,4570
te_00700,10616
te_00701,5636
te_00702,2881
te_00703,4479
te_00704,9947
te_00705,1857
te_00706,4330
te_00707,24606
te_00708,22973
te_00709,11771
te_00710,3024
te_00711,11761
te_00712,683
te_00713,7433
te_00714,2259
te_00715,19259
te_00716,3704
te_00717,2217
te_00718,7297
te_00719,9343
te_00720,11073
te_00721,6888
te_00722,1599
te_00723,1814
te_00724,4652
te_00725,6134
te_00726,11618
te_00727,13486
te_00728,1159
te_00729,11911
te_00730,5827
te_00731,8361
te_00732,7594
te_00733,5084
te_00734,16878
te_00735,14022
te_00736,9819
te_00737,17116
te_00738,21565
te_00739,11236
te_00740,30807
te_00741,10473
te_00742,1429
te_00743,11972
te_00744,3143
te_00745,8423
te_00746,14417
te_00747,9260
te_00748,10737
te_00749,2207
te_00750,3598
te_00751,13041
te_00752,38803
te_00753,832
te_00754,7052
te_00755,512
te_00756,13068
te_00757,24285
te_00758,16465
te_00759,7827
te_00760,9747
te_00761,20447
te_00762,26396
te_00763,4626
te_00764,10837
te_00765,8975
te_00766,36674
te_00767,2034
te_00768,2729
te_00769,3189
te_00770,40209
te_00771,5433
te_00772,643
te_00773,2824
te_00774,6392
te_00775,3694
te_00776,22654
te_00777,8138
te_00778,6492
te_00779,6456
te_00780,9266
te_00781,8658
te_00782,18405
te_00783,1051
te_00784,18197
te_00785,3324
te_00786,2820
te_00787,1345
te_00788,16603
te_00789,4256
te_00790,3545
te_00791,3839
te_00792,11132
te_00793,1914
te_00794,7483
te_00795,12152
te_00796,7717
te_00797,9117
te_00798,13260
te_00799,29588
te_00800,1879
te_00801,2838
te_00802,7770
te_00803,13396
te_00804,12522
te_00805,5543
te_00806,11387
te_00807,11611
te_00808,33810
te_00809,14559
te_00810,36185
te_00811,4670
te_00812,21302
te_00813,9203
te_00814,20282
te_00815,25584
te_00816,1048
te_00817,8345
te_00818,3470
te_00819,5324
te_00820,4187
te_00821,8016
te_00822,5399
te_00823,17434
te_00824,4060
te_00825,27977
te_00826,8832
te_00827,2008
te_00828,11394
te_00829,9864
te_00830,1464
te_00831,2945
te_00832,9431
te_00833,6482
te_00834,15919
te_00835,10759
te_00836,5137
te_00837,6486
te_00838,924
te_00839,18051
te_00840,7473
te_00841,1169
te_00842,9969
te_00843,1645
te_00844,3972
te_00845,6465
te_00846,958
te_00847,9514
te_00848,3695
te_00849,3358
te_00850,6831
te_00851,7582
te_00852,10633
te_00853,11571
te_00854,10743
te_00855,1138
te_00856,17960
te_00857,1073
te_00858,3096
te_00859,11218
te_00860,4558
te_00861,6676
te_00862,6845
te_00863,27382
te_00864,1429
te_00865,5018
te_00866,22557
te_00867,55000
te_00868,4161
te_00869,8202
te_00870,3603
te_00871,8370
te_00872,1853
te_00873,4361
te_00874,16459
te_00875,5732
te_00876,4538
te_00877,6545
te_00878,3568
te_00879,5234
te_00880,3914
te_00881,2837
te_00882,5172
te_00883,10842
te_00884,14406
te_00885,6895
te_00886,3608
te_00887,6014
te_00888,9047
te_00889,3355
te_00890,4873
te_00891,10463
te_00892,1096
te_00893,591
te_00894,21362
te_00895,7639
te_00896,3007
te_00897,1044
te_00898,7649
te_00899,10935
te_00900,3129
te_00901,4689
te_00902,20226
te_00903,16636
te_00904,7998
te_00905,5714
te_00906,9485
te_00907,10826
te_00908,25643
te_00909,29708
te_00910,6284
te_00911,1682
te_00912,6659
te_00913,10239
te_00914,18985
te_00915,5284
te_00916,17478
te_00917,6152
te_00918,15100
te_00919,12251
te_00920,15128
te_00921,3555
te_00922,34747
te_00923,5044
te_00924,2468
te_00925,4907
te_00926,3353
te_00927,3258
te_00928,2710
te_00929,2861
te_00930,46411
te_00931,7637
te_00932,15391
te_00933,12207
te_00934,1728
te_00935,5399
te_00936,813
te_00937,4313
te_00938,5435
te_00939,19891
te_00940,6232
te_00941,20282
te_00942,9295
te_00943,6236
te_00944,13877
te_00945,39562
te_00946,5067
te_00947,2467
te_00948,3812
te_00949,1037
te_00950,3134
te_00951,1763
te_00952,7233
te_00953,1216
te_00954,10236
te_00955,6144
te_00956,24246
te_00957,7870
te_00958,3180
te_00959,2183
te_00960,7049
te_00961,9861
te_00962,6836
te_00963,11578
te_00964,37412
te_00965,6995
te_00966,1503
te_00967,7025
te_00968,14086
te_00969,4284
te_00970,28201
te_00971,7277
te_00972,7838
te_00973,10332
te_00974,26052
te_00975,2749
te_00976,4407
te_00977,5201
te_00978,10731
te_00979,1663
te_00980,29549
te_00981,1551
te_00982,31975
te_00983,4792
te_00984,13933
te_00985,5432
te_00986,5472
te_00987,1853
te_00988,18953
te_00989,2428
te_00990,5013
te_00991,6558
te_00992,3539
te_00993,7145
te_00994,1051
te_00995,3682
te_00996,3684
te_00997,1847
te_00998,4202
te_00999,1671
