image_id,product_key,label,is_variant
PR0259_2.png,PR0259,book,1
PR0305_0.png,PR0305,plate,0
PR0476_1.png,PR0476,plate,1
PR0462_2.png,PR0462,plate,1
PR0364_0.png,PR0364,shoe,0
PR0310_2.png,PR0310,shirt,1
PR0335_0.png,PR0335,book,0
PR0325_1.png,PR0325,shirt,1
PR0107_1.png,PR0107,plate,1
PR0100_0.png,PR0100,shoe,0
PR0062_0.png,PR0062,shoe,0
PR0012_0.png,PR0012,book,0
PR0024_1.png,PR0024,shoe,1
PR0069_2.png,PR0069,book,1
PR0321_0.png,PR0321,plate,0
PR0132_0.png,PR0132,shoe,0
PR0015_2.png,PR0015,plate,1
PR0438_1.png,PR0438,plate,1
PR0189_1.png,PR0189,bottle,1
PR0190_0.png,PR0190,plate,0
PR0122_0.png,PR0122,book,0
PR0266_1.png,PR0266,bottle,1
PR0072_2.png,PR0072,book,1
PR0374_0.png,PR0374,plate,0
PR0386_1.png,PR0386,book,1
PR0314_0.png,PR0314,book,0
PR0140_0.png,PR0140,bottle,0
PR0490_0.png,PR0490,bottle,0
PR0187_1.png,PR0187,bottle,1
PR0268_0.png,PR0268,shoe,0
PR0019_0.png,PR0019,bottle,0
PR0047_0.png,PR0047,bottle,0
PR0210_1.png,PR0210,book,1
PR0384_1.png,PR0384,bottle,1
PR0151_0.png,PR0151,shoe,0
PR0378_1.png,PR0378,bottle,1
PR0270_0.png,PR0270,shoe,0
PR0067_0.png,PR0067,shoe,0
PR0434_1.png,PR0434,shoe,1
PR0380_1.png,PR0380,bottle,1
PR0354_0.png,PR0354,shoe,0
PR0154_0.png,PR0154,book,0
PR0496_0.png,PR0496,plate,0
PR0161_0.png,PR0161,book,0
PR0119_1.png,PR0119,bottle,1
PR0144_0.png,PR0144,shoe,0
PR0410_0.png,PR0410,shoe,0
PR0062_1.png,PR0062,shoe,1
PR0333_1.png,PR0333,shirt,1
PR0062_2.png,PR0062,shoe,1
PR0401_0.png,PR0401,bottle,0
PR0307_0.png,PR0307,book,0
PR0003_1.png,PR0003,shoe,1
PR0425_0.png,PR0425,plate,0
PR0327_0.png,PR0327,shirt,0
PR0486_1.png,PR0486,shoe,1
PR0049_0.png,PR0049,book,0
PR0485_0.png,PR0485,shirt,0
PR0020_1.png,PR0020,shirt,1
PR0108_0.png,PR0108,plate,0
PR0171_1.png,PR0171,book,1
PR0197_0.png,PR0197,shirt,0
PR0104_1.png,PR0104,plate,1
PR0400_0.png,PR0400,shirt,0
PR0317_0.png,PR0317,shirt,0
PR0395_0.png,PR0395,shoe,0
PR0360_0.png,PR0360,bottle,0
PR0073_0.png,PR0073,bottle,0
PR0011_1.png,PR0011,plate,1
PR0419_0.png,PR0419,shirt,0
PR0495_1.png,PR0495,bottle,1
PR0478_1.png,PR0478,plate,1
PR0289_0.png,PR0289,plate,0
PR0185_0.png,PR0185,shirt,0
PR0461_0.png,PR0461,plate,0
PR0471_0.png,PR0471,shoe,0
PR0163_1.png,PR0163,bottle,1
PR0218_0.png,PR0218,plate,0
PR0210_0.png,PR0210,book,0
PR0046_0.png,PR0046,bottle,0
PR0324_0.png,PR0324,shoe,0
PR0002_0.png,PR0002,bottle,0
PR0491_0.png,PR0491,shirt,0
PR0147_0.png,PR0147,plate,0
PR0392_2.png,PR0392,book,1
PR0300_1.png,PR0300,plate,1
PR0489_1.png,PR0489,bottle,1
PR0033_2.png,PR0033,shirt,1
PR0136_0.png,PR0136,shoe,0
PR0322_1.png,PR0322,plate,1
PR0403_0.png,PR0403,bottle,0
PR0451_0.png,PR0451,shoe,0
PR0408_0.png,PR0408,shirt,0
PR0235_0.png,PR0235,plate,0
PR0189_2.png,PR0189,bottle,1
PR0090_1.png,PR0090,shirt,1
PR0483_1.png,PR0483,book,1
PR0387_0.png,PR0387,book,0
PR0356_0.png,PR0356,bottle,0
PR0390_0.png,PR0390,shoe,0
PR0112_0.png,PR0112,book,0
PR0017_0.png,PR0017,plate,0
PR0035_0.png,PR0035,plate,0
PR0177_0.png,PR0177,shirt,0
PR0208_0.png,PR0208,plate,0
PR0030_1.png,PR0030,bottle,1
PR0021_0.png,PR0021,shirt,0
PR0255_0.png,PR0255,shirt,0
PR0437_0.png,PR0437,shoe,0
PR0109_1.png,PR0109,shoe,1
PR0126_0.png,PR0126,shirt,0
PR0415_1.png,PR0415,book,1
PR0495_0.png,PR0495,bottle,0
PR0426_0.png,PR0426,shoe,0
PR0369_0.png,PR0369,shoe,0
PR0142_0.png,PR0142,shoe,0
PR0434_0.png,PR0434,shoe,0
PR0382_0.png,PR0382,shirt,0
PR0425_1.png,PR0425,plate,1
PR0329_0.png,PR0329,book,0
PR0338_1.png,PR0338,bottle,1
PR0195_2.png,PR0195,shoe,1
PR0239_0.png,PR0239,bottle,0
PR0166_0.png,PR0166,plate,0
PR0286_0.png,PR0286,book,0
PR0063_1.png,PR0063,book,1
PR0405_1.png,PR0405,bottle,1
PR0259_0.png,PR0259,book,0
PR0262_0.png,PR0262,shirt,0
PR0065_1.png,PR0065,book,1
PR0436_0.png,PR0436,bottle,0
PR0460_2.png,PR0460,shoe,1
PR0234_1.png,PR0234,bottle,1
PR0452_2.png,PR0452,bottle,1
PR0146_1.png,PR0146,book,1
PR0022_0.png,PR0022,shoe,0
PR0299_0.png,PR0299,shoe,0
PR0445_0.png,PR0445,book,0
PR0313_0.png,PR0313,book,0
PR0044_0.png,PR0044,bottle,0
PR0036_2.png,PR0036,shoe,1
PR0238_1.png,PR0238,shirt,1
PR0043_0.png,PR0043,book,0
PR0117_0.png,PR0117,bottle,0
PR0463_0.png,PR0463,bottle,0
PR0113_0.png,PR0113,shirt,0
PR0432_0.png,PR0432,shoe,0
PR0422_1.png,PR0422,shoe,1
PR0270_1.png,PR0270,shoe,1
PR0302_0.png,PR0302,book,0
PR0362_1.png,PR0362,bottle,1
PR0484_0.png,PR0484,bottle,0
PR0035_2.png,PR0035,plate,1
PR0420_0.png,PR0420,book,0
PR0198_0.png,PR0198,shirt,0
PR0464_0.png,PR0464,book,0
PR0105_1.png,PR0105,bottle,1
PR0091_0.png,PR0091,bottle,0
PR0271_0.png,PR0271,shoe,0
PR0030_0.png,PR0030,bottle,0
PR0109_0.png,PR0109,shoe,0
PR0449_0.png,PR0449,plate,0
PR0118_0.png,PR0118,shirt,0
PR0291_2.png,PR0291,shoe,1
PR0050_1.png,PR0050,bottle,1
PR0224_0.png,PR0224,plate,0
PR0275_0.png,PR0275,book,0
PR0278_0.png,PR0278,plate,0
PR0211_0.png,PR0211,shirt,0
PR0327_1.png,PR0327,shirt,1
PR0311_0.png,PR0311,book,0
PR0256_2.png,PR0256,bottle,1
PR0437_1.png,PR0437,shoe,1
PR0478_0.png,PR0478,plate,0
PR0232_0.png,PR0232,plate,0
PR0134_0.png,PR0134,shoe,0
PR0470_0.png,PR0470,shoe,0
PR0494_0.png,PR0494,plate,0
PR0429_1.png,PR0429,shirt,1
PR0049_1.png,PR0049,book,1
PR0028_1.png,PR0028,shirt,1
PR0083_0.png,PR0083,shirt,0
PR0164_0.png,PR0164,shirt,0
PR0357_0.png,PR0357,bottle,0
PR0120_2.png,PR0120,shirt,1
PR0350_0.png,PR0350,plate,0
PR0009_2.png,PR0009,plate,1
PR0042_0.png,PR0042,bottle,0
PR0334_0.png,PR0334,plate,0
PR0066_0.png,PR0066,book,0
PR0416_0.png,PR0416,book,0
PR0191_1.png,PR0191,bottle,1
PR0125_0.png,PR0125,bottle,0
PR0470_1.png,PR0470,shoe,1
PR0270_2.png,PR0270,shoe,1
PR0226_0.png,PR0226,shirt,0
PR0058_2.png,PR0058,plate,1
PR0163_0.png,PR0163,bottle,0
PR0180_0.png,PR0180,bottle,0
PR0252_2.png,PR0252,plate,1
PR0248_1.png,PR0248,plate,1
PR0116_1.png,PR0116,book,1
PR0452_1.png,PR0452,bottle,1
PR0236_1.png,PR0236,shirt,1
PR0105_0.png,PR0105,bottle,0
PR0370_1.png,PR0370,shoe,1
PR0276_0.png,PR0276,shoe,0
PR0330_0.png,PR0330,shoe,0
PR0461_1.png,PR0461,plate,1
PR0099_0.png,PR0099,bottle,0
PR0467_1.png,PR0467,book,1
PR0200_0.png,PR0200,bottle,0
PR0294_0.png,PR0294,shoe,0
PR0312_1.png,PR0312,plate,1
PR0311_1.png,PR0311,book,1
PR0282_1.png,PR0282,shirt,1
PR0279_0.png,PR0279,plate,0
PR0026_0.png,PR0026,plate,0
PR0094_0.png,PR0094,shirt,0
PR0190_1.png,PR0190,plate,1
PR0234_0.png,PR0234,bottle,0
PR0123_0.png,PR0123,bottle,0
PR0337_0.png,PR0337,shirt,0
PR0041_0.png,PR0041,bottle,0
PR0293_1.png,PR0293,shirt,1
PR0344_0.png,PR0344,plate,0
PR0245_0.png,PR0245,shirt,0
PR0444_1.png,PR0444,shoe,1
PR0191_0.png,PR0191,bottle,0
PR0241_0.png,PR0241,book,0
PR0314_1.png,PR0314,book,1
PR0248_0.png,PR0248,plate,0
PR0039_0.png,PR0039,book,0
PR0318_0.png,PR0318,shirt,0
PR0477_0.png,PR0477,bottle,0
PR0454_0.png,PR0454,shirt,0
PR0173_0.png,PR0173,bottle,0
PR0129_0.png,PR0129,plate,0
PR0446_0.png,PR0446,bottle,0
PR0372_0.png,PR0372,plate,0
PR0147_1.png,PR0147,plate,1
PR0343_0.png,PR0343,shoe,0
PR0089_0.png,PR0089,book,0
PR0468_0.png,PR0468,shoe,0
PR0459_0.png,PR0459,book,0
PR0043_2.png,PR0043,book,1
PR0162_0.png,PR0162,shirt,0
PR0011_0.png,PR0011,plate,0
PR0398_1.png,PR0398,shoe,1
PR0300_0.png,PR0300,plate,0
PR0233_2.png,PR0233,plate,1
PR0015_1.png,PR0015,plate,1
PR0203_0.png,PR0203,book,0
PR0267_2.png,PR0267,bottle,1
PR0020_0.png,PR0020,shirt,0
PR0272_0.png,PR0272,book,0
PR0409_0.png,PR0409,book,0
PR0266_0.png,PR0266,bottle,0
PR0469_1.png,PR0469,plate,1
PR0160_1.png,PR0160,plate,1
PR0433_0.png,PR0433,shirt,0
PR0217_0.png,PR0217,bottle,0
PR0328_0.png,PR0328,bottle,0
PR0288_0.png,PR0288,plate,0
PR0267_1.png,PR0267,bottle,1
PR0474_0.png,PR0474,shirt,0
PR0028_2.png,PR0028,shirt,1
PR0469_0.png,PR0469,plate,0
PR0063_2.png,PR0063,book,1
PR0155_1.png,PR0155,bottle,1
PR0427_2.png,PR0427,book,1
PR0417_0.png,PR0417,plate,0
PR0009_0.png,PR0009,plate,0
PR0264_0.png,PR0264,shoe,0
PR0482_0.png,PR0482,bottle,0
PR0455_0.png,PR0455,book,0
PR0165_1.png,PR0165,shirt,1
PR0187_0.png,PR0187,bottle,0
PR0082_0.png,PR0082,plate,0
PR0115_2.png,PR0115,bottle,1
PR0377_0.png,PR0377,book,0
PR0396_0.png,PR0396,plate,0
PR0388_0.png,PR0388,book,0
PR0278_1.png,PR0278,plate,1
PR0080_0.png,PR0080,shoe,0
PR0223_0.png,PR0223,shoe,0
PR0476_2.png,PR0476,plate,1
PR0479_0.png,PR0479,book,0
PR0176_1.png,PR0176,book,1
PR0065_0.png,PR0065,book,0
PR0008_0.png,PR0008,shirt,0
PR0371_0.png,PR0371,shoe,0
PR0169_0.png,PR0169,shirt,0
PR0267_0.png,PR0267,bottle,0
PR0175_0.png,PR0175,shirt,0
PR0441_1.png,PR0441,book,1
PR0060_0.png,PR0060,plate,0
PR0025_0.png,PR0025,book,0
PR0493_2.png,PR0493,plate,1
PR0443_1.png,PR0443,shoe,1
PR0332_0.png,PR0332,plate,0
PR0229_2.png,PR0229,book,1
PR0341_1.png,PR0341,bottle,1
PR0447_1.png,PR0447,shirt,1
PR0295_0.png,PR0295,plate,0
PR0465_1.png,PR0465,bottle,1
PR0378_0.png,PR0378,bottle,0
PR0149_1.png,PR0149,shoe,1
PR0397_0.png,PR0397,shirt,0
PR0153_0.png,PR0153,shoe,0
PR0417_2.png,PR0417,plate,1
PR0165_0.png,PR0165,shirt,0
PR0427_1.png,PR0427,book,1
PR0205_1.png,PR0205,shoe,1
PR0137_1.png,PR0137,shirt,1
PR0348_2.png,PR0348,shoe,1
PR0221_0.png,PR0221,shirt,0
PR0214_0.png,PR0214,shirt,0
PR0483_0.png,PR0483,book,0
PR0006_1.png,PR0006,book,1
PR0457_0.png,PR0457,bottle,0
PR0148_0.png,PR0148,book,0
PR0237_0.png,PR0237,shoe,0
PR0203_1.png,PR0203,book,1
PR0335_1.png,PR0335,book,1
PR0363_0.png,PR0363,shirt,0
PR0096_0.png,PR0096,shoe,0
PR0395_2.png,PR0395,shoe,1
PR0059_0.png,PR0059,book,0
PR0114_0.png,PR0114,book,0
PR0206_0.png,PR0206,bottle,0
PR0329_1.png,PR0329,book,1
PR0444_0.png,PR0444,shoe,0
PR0247_2.png,PR0247,shirt,1
PR0491_1.png,PR0491,shirt,1
PR0456_0.png,PR0456,bottle,0
PR0058_1.png,PR0058,plate,1
PR0344_1.png,PR0344,plate,1
PR0204_2.png,PR0204,shirt,1
PR0367_0.png,PR0367,plate,0
PR0379_0.png,PR0379,shoe,0
PR0227_0.png,PR0227,shirt,0
PR0497_0.png,PR0497,bottle,0
PR0493_1.png,PR0493,plate,1
PR0155_0.png,PR0155,bottle,0
PR0145_0.png,PR0145,shoe,0
PR0086_0.png,PR0086,shirt,0
PR0474_1.png,PR0474,shirt,1
PR0448_1.png,PR0448,shoe,1
PR0188_0.png,PR0188,plate,0
PR0498_0.png,PR0498,plate,0
PR0405_2.png,PR0405,bottle,1
PR0393_0.png,PR0393,book,0
PR0048_0.png,PR0048,bottle,0
PR0346_0.png,PR0346,shoe,0
PR0407_1.png,PR0407,book,1
PR0331_0.png,PR0331,shirt,0
PR0423_0.png,PR0423,plate,0
PR0464_1.png,PR0464,book,1
PR0348_1.png,PR0348,shoe,1
PR0143_0.png,PR0143,book,0
PR0074_0.png,PR0074,shoe,0
PR0381_2.png,PR0381,bottle,1
PR0050_2.png,PR0050,bottle,1
PR0202_0.png,PR0202,shirt,0
PR0277_0.png,PR0277,shoe,0
PR0428_0.png,PR0428,shirt,0
PR0102_0.png,PR0102,bottle,0
PR0186_0.png,PR0186,plate,0
PR0325_0.png,PR0325,shirt,0
PR0097_0.png,PR0097,book,0
PR0023_0.png,PR0023,bottle,0
PR0340_0.png,PR0340,shirt,0
PR0418_0.png,PR0418,plate,0
PR0362_0.png,PR0362,bottle,0
PR0038_0.png,PR0038,bottle,0
PR0445_1.png,PR0445,book,1
PR0308_0.png,PR0308,book,0
PR0194_0.png,PR0194,book,0
PR0483_2.png,PR0483,book,1
PR0179_0.png,PR0179,shoe,0
PR0435_0.png,PR0435,shoe,0
PR0380_2.png,PR0380,bottle,1
PR0284_0.png,PR0284,shoe,0
PR0319_0.png,PR0319,book,0
PR0386_0.png,PR0386,book,0
PR0303_0.png,PR0303,shirt,0
PR0441_0.png,PR0441,book,0
PR0233_0.png,PR0233,plate,0
PR0048_1.png,PR0048,bottle,1
PR0273_0.png,PR0273,bottle,0
PR0332_2.png,PR0332,plate,1
PR0258_0.png,PR0258,shirt,0
PR0499_0.png,PR0499,shoe,0
PR0111_0.png,PR0111,shirt,0
PR0488_0.png,PR0488,book,0
PR0384_0.png,PR0384,bottle,0
PR0104_0.png,PR0104,plate,0
PR0114_1.png,PR0114,book,1
PR0199_0.png,PR0199,plate,0
PR0304_0.png,PR0304,shoe,0
PR0182_0.png,PR0182,shirt,0
PR0085_0.png,PR0085,book,0
PR0307_1.png,PR0307,book,1
PR0383_0.png,PR0383,book,0
PR0131_0.png,PR0131,shoe,0
PR0417_1.png,PR0417,plate,1
PR0142_1.png,PR0142,shoe,1
PR0218_1.png,PR0218,plate,1
PR0024_0.png,PR0024,shoe,0
PR0201_1.png,PR0201,bottle,1
PR0140_1.png,PR0140,bottle,1
PR0098_0.png,PR0098,bottle,0
PR0181_0.png,PR0181,plate,0
PR0052_0.png,PR0052,plate,0
PR0084_0.png,PR0084,plate,0
PR0010_0.png,PR0010,book,0
PR0050_0.png,PR0050,bottle,0
PR0099_1.png,PR0099,bottle,1
PR0316_0.png,PR0316,bottle,0
PR0376_1.png,PR0376,bottle,1
PR0201_0.png,PR0201,bottle,0
PR0233_1.png,PR0233,plate,1
PR0048_2.png,PR0048,bottle,1
PR0404_0.png,PR0404,shirt,0
PR0183_1.png,PR0183,book,1
PR0095_0.png,PR0095,shirt,0
PR0398_0.png,PR0398,shoe,0
PR0428_1.png,PR0428,shirt,1
PR0072_0.png,PR0072,book,0
PR0072_1.png,PR0072,book,1
PR0033_0.png,PR0033,shirt,0
PR0170_0.png,PR0170,bottle,0
PR0385_0.png,PR0385,book,0
PR0312_0.png,PR0312,plate,0
PR0195_0.png,PR0195,shoe,0
PR0257_0.png,PR0257,plate,0
PR0250_1.png,PR0250,plate,1
PR0402_1.png,PR0402,plate,1
PR0462_1.png,PR0462,plate,1
PR0243_0.png,PR0243,plate,0
PR0024_2.png,PR0024,shoe,1
PR0251_0.png,PR0251,plate,0
PR0017_1.png,PR0017,plate,1
PR0424_0.png,PR0424,bottle,0
PR0395_1.png,PR0395,shoe,1
PR0494_1.png,PR0494,plate,1
PR0452_0.png,PR0452,bottle,0
PR0394_0.png,PR0394,shirt,0
PR0448_0.png,PR0448,shoe,0
PR0288_1.png,PR0288,plate,1
PR0001_1.png,PR0001,book,1
PR0051_0.png,PR0051,shirt,0
PR0320_0.png,PR0320,shoe,0
PR0447_0.png,PR0447,shirt,0
PR0228_0.png,PR0228,shirt,0
PR0186_1.png,PR0186,plate,1
PR0079_0.png,PR0079,shoe,0
PR0078_0.png,PR0078,plate,0
PR0260_1.png,PR0260,shoe,1
PR0414_0.png,PR0414,plate,0
PR0142_2.png,PR0142,shoe,1
PR0088_1.png,PR0088,book,1
PR0290_0.png,PR0290,shoe,0
PR0141_0.png,PR0141,bottle,0
PR0256_0.png,PR0256,bottle,0
PR0209_1.png,PR0209,shirt,1
PR0416_1.png,PR0416,book,1
PR0231_1.png,PR0231,shoe,1
PR0389_0.png,PR0389,book,0
PR0453_0.png,PR0453,shoe,0
PR0315_0.png,PR0315,bottle,0
PR0291_0.png,PR0291,shoe,0
PR0254_0.png,PR0254,shirt,0
PR0139_0.png,PR0139,book,0
PR0199_1.png,PR0199,plate,1
PR0157_0.png,PR0157,shoe,0
PR0443_0.png,PR0443,shoe,0
PR0291_1.png,PR0291,shoe,1
PR0103_0.png,PR0103,plate,0
PR0068_0.png,PR0068,bottle,0
PR0014_0.png,PR0014,bottle,0
PR0263_0.png,PR0263,shoe,0
PR0330_1.png,PR0330,shoe,1
PR0361_0.png,PR0361,shirt,0
PR0392_1.png,PR0392,book,1
PR0250_0.png,PR0250,plate,0
PR0018_0.png,PR0018,shirt,0
PR0152_1.png,PR0152,shirt,1
PR0236_0.png,PR0236,shirt,0
PR0230_0.png,PR0230,shoe,0
PR0115_0.png,PR0115,bottle,0
PR0381_0.png,PR0381,bottle,0
PR0027_0.png,PR0027,plate,0
PR0440_0.png,PR0440,shoe,0
PR0212_0.png,PR0212,plate,0
PR0472_0.png,PR0472,plate,0
PR0460_1.png,PR0460,shoe,1
PR0036_1.png,PR0036,shoe,1
PR0045_0.png,PR0045,book,0
PR0043_1.png,PR0043,book,1
PR0000_0.png,PR0000,shoe,0
PR0388_1.png,PR0388,book,1
PR0460_0.png,PR0460,shoe,0
PR0478_2.png,PR0478,plate,1
PR0136_2.png,PR0136,shoe,1
PR0486_2.png,PR0486,shoe,1
PR0167_0.png,PR0167,book,0
PR0013_0.png,PR0013,shirt,0
PR0113_1.png,PR0113,shirt,1
PR0281_0.png,PR0281,shoe,0
PR0229_0.png,PR0229,book,0
PR0215_2.png,PR0215,shoe,1
PR0146_0.png,PR0146,book,0
PR0336_0.png,PR0336,book,0
PR0274_1.png,PR0274,shoe,1
PR0004_0.png,PR0004,shirt,0
PR0480_0.png,PR0480,plate,0
PR0375_0.png,PR0375,plate,0
PR0022_1.png,PR0022,shoe,1
PR0402_0.png,PR0402,plate,0
PR0252_1.png,PR0252,plate,1
PR0081_0.png,PR0081,book,0
PR0439_0.png,PR0439,plate,0
PR0171_0.png,PR0171,book,0
PR0093_0.png,PR0093,book,0
PR0006_0.png,PR0006,book,0
PR0053_0.png,PR0053,shoe,0
PR0063_0.png,PR0063,book,0
PR0407_0.png,PR0407,book,0
PR0462_0.png,PR0462,plate,0
PR0165_2.png,PR0165,shirt,1
PR0341_0.png,PR0341,bottle,0
PR0297_0.png,PR0297,book,0
PR0406_0.png,PR0406,book,0
PR0035_1.png,PR0035,plate,1
PR0367_1.png,PR0367,plate,1
PR0149_0.png,PR0149,shoe,0
PR0113_2.png,PR0113,shirt,1
PR0239_1.png,PR0239,bottle,1
PR0168_0.png,PR0168,shirt,0
PR0397_2.png,PR0397,shirt,1
PR0306_0.png,PR0306,shoe,0
PR0016_0.png,PR0016,bottle,0
PR0476_0.png,PR0476,plate,0
PR0184_0.png,PR0184,shirt,0
PR0159_0.png,PR0159,shoe,0
PR0157_1.png,PR0157,shoe,1
PR0370_0.png,PR0370,shoe,0
PR0392_0.png,PR0392,book,0
PR0209_0.png,PR0209,shirt,0
PR0241_1.png,PR0241,book,1
PR0252_0.png,PR0252,plate,0
PR0486_0.png,PR0486,shoe,0
PR0183_0.png,PR0183,book,0
PR0439_1.png,PR0439,plate,1
PR0465_2.png,PR0465,bottle,1
PR0003_0.png,PR0003,shoe,0
PR0269_0.png,PR0269,shoe,0
PR0028_0.png,PR0028,shirt,0
PR0380_0.png,PR0380,bottle,0
PR0368_0.png,PR0368,shirt,0
PR0435_1.png,PR0435,shoe,1
PR0116_0.png,PR0116,book,0
PR0168_1.png,PR0168,shirt,1
PR0287_0.png,PR0287,shoe,0
PR0115_1.png,PR0115,bottle,1
PR0005_1.png,PR0005,plate,1
PR0366_0.png,PR0366,plate,0
PR0323_0.png,PR0323,shoe,0
PR0368_1.png,PR0368,shirt,1
PR0413_0.png,PR0413,shoe,0
PR0220_0.png,PR0220,book,0
PR0497_1.png,PR0497,bottle,1
PR0070_0.png,PR0070,plate,0
PR0090_0.png,PR0090,shirt,0
PR0124_0.png,PR0124,bottle,0
PR0101_1.png,PR0101,bottle,1
PR0225_0.png,PR0225,shirt,0
PR0286_2.png,PR0286,book,1
PR0338_0.png,PR0338,bottle,0
PR0429_0.png,PR0429,shirt,0
PR0056_0.png,PR0056,shoe,0
PR0307_2.png,PR0307,book,1
PR0373_2.png,PR0373,shoe,1
PR0442_0.png,PR0442,shoe,0
PR0045_1.png,PR0045,book,1
PR0118_1.png,PR0118,shirt,1
PR0193_0.png,PR0193,book,0
PR0345_0.png,PR0345,bottle,0
PR0342_0.png,PR0342,shoe,0
PR0229_1.png,PR0229,book,1
PR0418_1.png,PR0418,plate,1
PR0376_0.png,PR0376,bottle,0
PR0242_0.png,PR0242,shoe,0
PR0037_0.png,PR0037,plate,0
PR0407_2.png,PR0407,book,1
PR0222_0.png,PR0222,shirt,0
PR0057_0.png,PR0057,shirt,0
PR0301_1.png,PR0301,bottle,1
PR0076_1.png,PR0076,bottle,1
PR0069_1.png,PR0069,book,1
PR0058_0.png,PR0058,plate,0
PR0358_0.png,PR0358,book,0
PR0029_0.png,PR0029,shirt,0
PR0204_0.png,PR0204,shirt,0
PR0433_1.png,PR0433,shirt,1
PR0437_2.png,PR0437,shoe,1
PR0262_2.png,PR0262,shirt,1
PR0189_0.png,PR0189,bottle,0
PR0274_0.png,PR0274,shoe,0
PR0240_0.png,PR0240,shirt,0
PR0152_0.png,PR0152,shirt,0
PR0150_0.png,PR0150,plate,0
PR0246_1.png,PR0246,shoe,1
PR0205_0.png,PR0205,shoe,0
PR0032_0.png,PR0032,plate,0
PR0133_0.png,PR0133,bottle,0
PR0273_1.png,PR0273,bottle,1
PR0326_0.png,PR0326,shirt,0
PR0242_1.png,PR0242,shoe,1
PR0150_1.png,PR0150,plate,1
PR0288_2.png,PR0288,plate,1
PR0172_0.png,PR0172,bottle,0
PR0260_0.png,PR0260,shoe,0
PR0007_0.png,PR0007,bottle,0
PR0347_0.png,PR0347,shirt,0
PR0259_1.png,PR0259,book,1
PR0450_1.png,PR0450,plate,1
PR0001_0.png,PR0001,book,0
PR0374_1.png,PR0374,plate,1
PR0088_0.png,PR0088,book,0
PR0195_1.png,PR0195,shoe,1
PR0373_0.png,PR0373,shoe,0
PR0450_0.png,PR0450,plate,0
PR0378_2.png,PR0378,bottle,1
PR0275_1.png,PR0275,book,1
PR0158_0.png,PR0158,bottle,0
PR0349_0.png,PR0349,shirt,0
PR0174_0.png,PR0174,bottle,0
PR0397_1.png,PR0397,shirt,1
PR0355_0.png,PR0355,shirt,0
PR0412_0.png,PR0412,book,0
PR0249_0.png,PR0249,book,0
PR0285_1.png,PR0285,bottle,1
PR0191_2.png,PR0191,bottle,1
PR0253_0.png,PR0253,book,0
PR0006_2.png,PR0006,book,1
PR0076_0.png,PR0076,bottle,0
PR0125_1.png,PR0125,bottle,1
PR0110_0.png,PR0110,book,0
PR0196_0.png,PR0196,bottle,0
PR0017_2.png,PR0017,plate,1
PR0430_0.png,PR0430,bottle,0
PR0110_1.png,PR0110,book,1
PR0192_0.png,PR0192,shirt,0
PR0055_0.png,PR0055,shoe,0
PR0411_0.png,PR0411,bottle,0
PR0106_0.png,PR0106,shoe,0
PR0381_1.png,PR0381,bottle,1
PR0071_0.png,PR0071,plate,0
PR0330_2.png,PR0330,shoe,1
PR0120_0.png,PR0120,shirt,0
PR0246_0.png,PR0246,shoe,0
PR0353_0.png,PR0353,plate,0
PR0198_1.png,PR0198,shirt,1
PR0055_1.png,PR0055,shoe,1
PR0077_0.png,PR0077,plate,0
PR0253_1.png,PR0253,book,1
